,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
293,고구마밥(40),애호박맑은국,(저염)닭가슴살단호박조림,깻잎나물,나박김치,S감자샐러드,S우유(200ml),소고기카레라이스,실파달걀국,양상추샐러드(키위드레싱),empty,비트초절이,S영양주먹밥,S매실주스,찹쌀보리밥,모시조개국,삼겹살구이,참나물겉절이,나박김치
294,찹쌀밥(30),감자국,파래전,우엉조림,백김치,S바나나(100g),S떠먹는요구르트(100ml),대파달걀볶음밥,맑은배추국,돼지고기짜장볶음,양상추샐러드(키위드레싱),깍두기,S찐고구마,S우유(100ml),팥밥,만두국,소고기채소조림,두부참치샐러드(유자청드레싱),깍두기
295,기장밥,청경채된장국,미트볼조림,취나물무침,백김치,S오렌지(50g),S호두우유,가지채소볶음밥,맑은가쓰오부시장국,주꾸미채소볶음,empty,열무물김치,S삶은달걀(50g),S우유미숫가루,밤찹쌀팥밥,실파콩나물국,돼지고기짜장볶음,감자샐러드,나박김치
296,밤콩밥(30),느타리버섯국,두부채소굴소스볶음,양념가지찜,백김치,S송편,S우유(100ml),돼지고기양배추덮밥,두부전골,양상추유자청무침,empty,비트초절이,S복숭아(황도)-80g,S떠먹는요구르트(100ml),수수밥,닭개장,봄동해물전,파래자반,총각김치
297,옥수수밥(30),버섯소고기국,달걀찜(40g),얼갈이배추겉절이,비트초절이,S연두부샐러드(오리엔탈드레싱),S고구마쉐이크,닭살채소볶음밥,호박맑은국,오징어숙회,돌나물흑임자샐러드,열무김치,S알리오올리오스파게티,S식혜,율무밥,콩나물국,미트볼조림,가지양념찜,열무물김치
298,찹쌀밥,맑은순두부국,소고기모듬장조림,고구마순된장무침,깍두기,S바나나(50g),S떠먹는요구르트(100ml),열무보리비빔밥,강된장,조기구이,empty,총각김치,S치즈,S오렌지주스(무가당),팥밥,만두국,삼겹살김치볶음,느타리버섯나물,오이소박이김치
299,찹쌀밥(30),당근황태국,김달걀말이,팽이버섯부추나물,나박김치,S감자샐러드,S우유(200ml),꼬마김밥,단호박수제비,궁중떡볶이,empty,열무물김치,S바나나(50g),S두유(100ml),찹쌀팥밥,두부전골,너비아니조림,가지양념찜,비트초절이
300,찹쌀밥(30),순두부백탕,맛살구이,우엉채곤약조림,석박지,S건포도감자볼,S우유(200ml),닭갈비덮밥,우동국물,단호박고구마샐러드,S요구르트,비트초절이,S크림소스스파게티,S오렌지주스,수수밥,만두국,오징어부추전,가지나물무침,나박김치
301,밤콩밥(30),감자된장찌개,돼지고기안심버섯볶음,김구이,열무김치,S오이달걀샐러드빵,S수제블루베리바나나우유,해물버섯덮밥,실파달걀국,버섯탕수,양상추샐러드,깍두기,S알리오올리오스파게티,S레몬주스,찹쌀밥,느타리버섯국,떡갈비간장조림,가지양념무침,나박김치
302,팥밥(30),애호박맑은국,미트볼피망조림,팽이버섯나물,나박김치,S백설기,S미숫가루,나물비빔밥,건새우무국,닭가슴살단호박조림,empty,단배추물김치,S오이달걀샐러드빵,S우유(100ml),밤콩밥,만두국,두부양념구이,브로콜리초무침,비트초절이
303,완두콩밥(40),감자옹심이국,두부데리야끼조림,고구마순된장무침,깍두기,S삶은달걀(50g),S우유(100ml),돼지고기양배추덮밥,아욱우렁된장국,찐만두,파프리카유자청무침,콜라비나박김치,S브로콜리스프,S쌀음료,찹쌀밥,곤약어묵국,대구구이,느타리버섯나물,비트초절이
304,팥밥(40),맑은김치어묵국,돼지고기새송이버섯장조림,콩나물무침,열무물김치,S찐고구마,S수제바나나우유,닭살카레감자밥+양념장,애호박두부젓국,채소크로켓,empty,나박김치,S치즈스틱,S포도주스,찹쌀밥,새우살무국,(고춧가루제외)갈치조림,팽이버섯부추나물,백김치
305,차조밥(30),안매운김치찌개,참치피망볶음,오이무침,단배추물김치,S으깬견과류고구마샐러드(요거트),S우유(100ml),소고기굴소스볶음밥,연두부탕,양배추샐러드(레몬드레싱),모듬튀김,총각김치,S단호박크림리조또,S오미자차,현미밥,건새우맑은국,삼치유자청구이,참나물겉절이,깍두기
306,팥밥(30),애호박맑은국,미트볼조림,브로콜리나물,나박김치,S단팥죽,S식혜,율무밥,모듬어묵국,소고기버섯불고기,콩나물냉채,백김치,S연두부샐러드(오리엔탈드레싱),S우유(150ml),밤콩밥,안매운돼지고기김치찌개,조기구이,취나물무침,비트초절이
307,밤콩밥,매생이홍합국,달걀찜(30g),고구마줄기볶음,총각김치,S건포도감자볼,S고구마쉐이크,돼지고기양배추덮밥,애호박새우젓국,게살마요무침,empty,깍두기,S당근스프,empty,찹쌀밥,온청포묵국,꼬막찜,오이볶음,단무지무침
308,고구마밥,감자채맑은국,두부찜,브로콜리깨소스무침,열무김치,S과일샐러드,S우유(150ml),찹쌀밥(추가),삼계탕,해물부추전,깻잎새콤무침,깍두기,S수제비,S매실주스,율무밥,맑은배추국,닭가슴살삼색파프리카볶음,애호박볶음,동치미
309,차조밥(30),매생이두부국,오리훈제구이(머스타드소스),고구마순된장무침,백김치,S쑥설기(40g),S검은깨두유(200ml),불고기주먹밥,건새우무국,비빔만두,양배추샐러드(레몬드레싱),나박김치,S오렌지(100g),S우유(200ml),찹쌀밥,유부실파국,돼지고기폭찹,배무생채,깍두기
310,잡곡밥(30),늙은호박국,감자어묵볶음,취나물된장무침,오이소박이김치,S찐밤,S수제블루베리우유,새우간장덮밥,맑은장국,옥수수채소튀김,empty,나박김치,S미니우동,S오렌지주스(무가당),콩밥,차돌박이된장국,주꾸미볶음,호박고지나물,비트초절이
311,밤콩밥(40),감자국,닭살양배추볶음,브로콜리두부무침,백김치,S사과(50g),S우유(200ml),가지채소볶음밥,콩가루열무된장국,다진돼지고기김치전,empty,깍두기,S청경채죽,S단호박식혜,밤찹쌀팥밥,가자미미역국,주꾸미채소볶음,숙주나물무침,나박김치
312,팥밥(30),무채양파국,감자채볶음,숙주나물김무침,깍두기,S찐고구마,S우유(100ml),안매운마파두부덮밥,달걀국,매생이육전,empty,열무김치,S단호박크림리조또,S오렌지주스(무가당),율무밥,버섯샤브샤브,삼치구이,치커리사과무침,나박김치
313,수수밥(30),유부실파국,새우살케첩볶음,미역초무침,열무물김치,S송편,S오렌지주스,소고기김주먹밥,두부곤약탕국,사과샐러드(발사믹드레싱),치킨너겟+토마토케첩,비트초절이,S바나나(100g),S우유(200ml),찹쌀밥,모듬버섯찌개,애호박생선살찜,숙주초무침,오이소박이김치
314,밤밥(40),무채양파국,파프리카달걀말이,감자어묵볶음,나박김치,S오이당근스틱,S바나나쉐이크,새우크림스파게티,맑은장국,닭다리살튀김,오이토마토샐러드(발사믹드레싱),비트초절이,S찹쌀도너츠,S포도주스,완두콩밥,버섯찌개,삼치살데리야끼조림,애호박볶음,총각김치
315,옥수수밥(30),만두국,해산물부추전,우엉채곤약조림,열무물김치,S감말랭이,S우유(100ml),돼지고기양배추덮밥,유부실파국,채소튀김(감자),양배추샐러드(사우전아일랜드드레싱),나박김치,S보리떡(40g),S매실차,찹쌀밥,닭고기무국,동태살전,청포묵무침,열무김치
316,팥밥(40),매생이떡국,두부땅콩조림,숙주나물,나박김치,S단호박샐러드,S수제블루베리우유,백김치볶음밥,우동국물,깻잎감자전,사과샐러드(발사믹드레싱),비트초절이,S복숭아(60g),S우유(150ml),율무밥,소갈비탕,새우살조림,고구마순된장무침,깍두기
317,수수밥(40),대구살맑은국,아욱건새우전,우엉채곤약조림,석박지,S삶은달걀(50g),S오렌지주스,파인애플새우볶음밥,유부실파국,군만두,사과샐러드(발사믹드레싱),총각김치,S백설기,S우유(150ml),찹쌀밥,미역국,오징어숙회+유자소스,숙주당근나물,열무물김치
318,옥수수밥(40),어묵맑은국,시금치두부전,느타리버섯나물,깻잎김치,S감자채요거트샐러드,S우유(200ml),닭살채소볶음밥,팽이버섯맑은국,양상추샐러드(키위드레싱),empty,깍두기,S방울토마토(70g),S고구마쉐이크,율무밥,연두부청경채새우탕,삼치카레구이,고구마순된장무침,열무김치
319,밤콩밥(30),김치유부맑은국,너비아니구이,미역초무침,총각김치,S연두부샐러드(오리엔탈드레싱),S수제바나나우유,돼지고기양배추덮밥,감자국,팽이버섯달걀전,empty,나박김치,S쑥설기,S식혜,찹쌀밥,돼지고기된장찌개,두부채소굴소스볶음,콩나물냉채,비트초절이
320,고구마밥,새우살무국,두부케첩조림,숙주나물,단배추물김치,S바나나(50g),S우유(200ml),닭갈비덮밥,호박맑은국,오징어링튀김,양배추샐러드(레몬드레싱),단무지,S감말랭이,S유자차,밤찹쌀팥밥,소갈비탕,콩나물냉채,오이무침,깍두기
321,옥수수밥(30),두부곤약탕국,단배추멸치조림,애호박나물,단무지무침,S머핀,S우유(100ml),취나물표고영양밥,유부실파국,닭날개간장조림,파프리카유자청무침,총각김치,S찐고구마,S식혜,찹쌀밥,다시마채국,소고기동그랑땡전,콩나물무침,나박김치
322,찹쌀밥(30),아욱맑은국,순두부+양념장,가지구이,단배추물김치,S모닝빵+딸기잼,S쌀음료,꼬마김밥,곤약어묵국,궁중떡볶이,양배추샐러드(사우전아일랜드드레싱),백김치,S버터감자구이,S우유(200ml),팥밥,소고기버섯찌개,콩비지김치전,고구마순된장무침,비트초절이
323,수수밥(40),참치무국,삼색감자채볶음,김구이,나박김치,S감말랭이,S우유미숫가루,브로콜리채소볶음밥,맑은가쓰오부시장국,치킨너겟+토마토케첩,사과샐러드(발사믹드레싱),비트초절이,S수박(100g),S우유(100ml),완두콩밥,맑은순두부국,소고기파프리카볶음,아욱무침,총각김치
324,팥밥(30),감자미역국,애호박생선살찜,가지양념무침,열무김치,S과일샐러드(마요네즈),S레몬주스,닭살데리야끼덮밥,우동국물,크림떡볶이,empty,비트초절이,S달걀부추빵,S바나나쉐이크,찹쌀밥,김치두부찌개,소고기버섯불고기,상추쌈,오이소박이김치
325,수수밥(40),탕국,달걀말이,무몰무침,나박김치,S크림빵,S우유(100ml),불고기주먹밥,미니유부우동,연근흑임자샐러드,empty,총각김치,S미니핫도그,S수제블루베리우유,옥수수밥,낙지연포탕,으깬두부채소전,팽이버섯볶음,열무물김치
326,찹쌀밥,애호박맑은국,조기구이,고구마순된장무침,비트초절이,S찐옥수수,S단호박식혜,다진소고기김치볶음밥,느타리버섯국,치킨너겟+토마토케첩,오징어브로콜리숙회,깍두기,S오렌지(100g),S우유(200ml),찹쌀밥,재첩국,당근새우짜장볶음,도토리묵무침,오이소박이김치
327,밤콩밥(30),콩가루쑥국,게맛살파프리카볶음,동초무침,깍두기,S바나나(50g),S두유(100ml),유부초밥,감자수제비국,김치전,empty,열무물김치,S삶은달걀(50g),S단호박식혜,율무밥,안매운순두부찌개,떡갈비간장조림,톳나물무침,비트초절이
328,찹쌀밥,애호박새우젓국찌개,닭살청경채볶음,숙주나물,나박김치,S찐옥수수,S우유(200ml),백김치볶음밥,미역만두국,채소크로켓,사과샐러드(발사믹드레싱),깍두기,S단호박샐러드,S수제바나나우유,수수밥,맑은바지락탕,굴비구이,시금치나물,열무김치
329,밤콩밥(30),닭살숙주국,삼색달걀찜,우엉채곤약조림,비트초절이,S카스텔라,S우유(100ml),방울토마토새우볶음밥,실파김국,군만두,empty,비트초절이,S오렌지(50g),S고구마쉐이크,율무밥,맑은순두부국,미트볼케첩조림,어묵잡채,깻잎김치
330,고구마밥(40),굴두부국,달걀시금치말이,미역초무침,단배추물김치,S백설기,S식혜,닭갈비덮밥,무채국,채소튀김(고구마),양배추샐러드(레몬드레싱),나박김치,S바나나(100g),S우유(200ml),율무밥,갈비탕,미트볼파프리카케첩조림,얼갈이배추겉절이,백김치
331,옥수수밥(30),두부맑은국,미트볼조림,콩나물무침,백김치,S바나나(50g),S요구르트,파프리카유부초밥,맑은장국,군만두,empty,비트초절이,S찐감자,S수제블루베리우유,찹쌀밥,맑은꽃게탕,삼겹살김치볶음,미역무침,깍두기
332,율무밥(30),버섯맑은국,두부조림,김구이,깍두기,S백설기,S수제딸기우유,브로콜리채소볶음밥,맑은미역국,후르츠탕수육,empty,비트초절이,S찐밤,S우유(200ml),현미찹쌀밥,완자탕,연근감자전,얼갈이배추겉절이,나박김치
333,옥수수밥(30),우렁이된장국,두부찹쌀구이,가지나물,깍두기,S단호박찜,S수제바나나우유,소고기채소볶음밥,곤약어묵국,콩나물냉채,empty,나박김치,S팥죽,S오미자차,찹쌀밥,된장찌개,대패삼겹볶음,도토리묵상추무침,비트초절이
334,찹쌀밥(30),감자채맑은국,임연수조림,고구마순된장무침,백김치,S삶은달걀(50g),S우유(100ml),소고기상추비빔밥,늙은호박국,어묵구이+케첩,연근사과샐러드,깍두기,S알리오올리오스파게티,S오렌지주스,밤찹쌀팥밥,두부전골,팽이버섯달걀전,양념가지찜,총각김치
335,옥수수밥(30),애호박젓국찌개,두부채소굴소스볶음,깻잎나물,나박김치,S감자샐러드,S우유(150ml),연두부된장덮밥,달걀파국,닭고기냉채,empty,깍두기,S백설기,S식혜,쌀밥,순한육개장,참치파프리카볶음,콩나물쫄면,비트초절이
336,밤콩밥(30),느타리버섯맑은국,달걀우유찜,고구마순된장무침,나박김치,S찐고구마,S검은깨두유(100ml),삼색소보로덮밥,무채국,채소비빔소면,empty,오이피클,S딸기(100g),S우유(100ml),율무밥,맑은짬뽕국,미트볼조림,양념가지찜,열무김치
337,팥밥(30),조갯살아욱국,감자조림,브로콜리된장무침,비트초절이,S건포도감자볼,S바나나쉐이크,오므라이스,우동국물,돈까스,파프리카유자청무침,백김치,S백설기,S식혜,찹쌀팥밥,애호박새우젓국찌개,떡갈비간장조림,콩나물냉채,깍두기
338,옥수수밥(30),애호박두부젓국,돼지고기장조림,브로콜리나물,나박김치,S보리떡(40g),S우유(200ml),닭살채소볶음밥,실파달걀국,양파튀김,양배추샐러드,비트초절이,S사과(50g),S수제바나나우유,율무밥,새알미역국,대구살조림,느타리버섯나물,나박김치
339,완두콩밥,참치무국,단배추멸치조림,숙주당근나물,열무물김치,S찹쌀도너츠,S레몬주스,대파달걀볶음밥,느타리버섯맑은국,돼지고기짜장볶음,empty,비트초절이,S건포도감자볼,S복숭아호두스무디,찹쌀팥밥,냉이된장국,돼지수육,청경채도토리묵무침,열무김치
340,흑미밥(40),숙주맑은국,참치채소전,애호박볶음,단배추물김치,S바람떡,S우유(100ml),새우살볶음밥,달걀국,햄알감자버터구이,empty,콜라비나박김치,S찐옥수수,S수제블루베리우유,밤콩밥,재첩국,두부김치볶음,미니새송이버섯무침,깍두기
341,흑미밥(40),대구살맑은국,버섯달걀볶음,무말랭이,열무물김치,S모닝빵,S우유(200ml),치킨마요덮밥,실파김국,양념꼬치어묵,empty,비트초절이,S크림소스스파게티,S매실주스,찹쌀밥,소고기버섯찌개,해산물부추전,브로콜리숙회,깍두기
342,고구마밥(30),맑은양배추국,매생이육전,연근흑임자소스무침,오이소박이김치,S타락죽,S쌀음료,해물볶음밥,애호박맑은국,채소크로켓,empty,깍두기,S딸기(100g),S수제바나나우유,옥수수밥,만두국,돼지고기우엉잡채,팽이버섯볶음,백김치
343,쌀밥(30),두부콩나물국,삼색감자채볶음,양상추샐러드(레몬드레싱),백김치,S딸기쨈식빵,S수제바나나우유,현미밥,단호박수제비국,돼지갈비찜,참나물겉절이,나박김치,S당근스프,S우유(100ml),감자밥,모시조개탕,삼겹살김치볶음,청포묵김무침,깍두기
344,팥찹쌀밥(40),버섯부추국,소고기곤약조림,미역초무침,나박김치,S감말랭이,S수제바나나우유,파프리카유부초밥,미니해물칼국수,후라이드치킨,연근사과샐러드,깍두기,S단호박죽,S우유(100ml),율무밥,동태찌개,오리훈제채소구이,양배추쌈장무침,비트초절이
345,찹쌀밥,버섯된장국,새우달걀말이,가지양념찜,비트초절이,S감자샐러드,S식혜,잡곡밥,배추당면국,닭살스테이크볶음,오이토마토샐러드(발사믹드레싱),나박김치,S치즈,S고구마쉐이크,옥수수밥,온청포묵국,삼치카레구이,콩나물냉채,총각김치
346,팥밥(30),연두부탕,새우살연근조림,가지나물무침,나박김치,S송편,S우유(100ml),백김치볶음밥,유부대파국,오리훈제구이(머스타드소스),코울슬로,깍두기,S오렌지(100g),S검은깨두유(150ml),쌀밥,꼬막된장찌개,다진소고기메추리알조림,오이무침,백김치
347,찹쌀밥,무채국,임연수조림,시금치나물,총각김치,S인절미,S단호박식혜,훈제오리볶음밥,숙주당면국,과일소스두부탕수,empty,나박김치,S연두부샐러드(오리엔탈드레싱),S우유(200ml),수수밥(30),감자채맑은국,뼈없는닭갈비,봄동부추겉절이,비트초절이
348,옥수수밥(30),떡만두국,건새우애호박볶음,콩자반,깍두기,S모닝빵,S오렌지주스,쌀밥,대합국,온두부+양념장,느타리버섯나물,깻잎김치,S사과(50g),S우유(150ml),찹쌀밥(추가),닭다리백숙,해물부추전,배무생채,깍두기
349,찹쌀밥(30),느타리버섯국,시금치두부전,브로콜리무침,나박김치,S건포도감자볼,S우유(150ml),소고기가지덮밥,호박국,녹두전,empty,비트초절이,S치즈,S수제바나나우유,찹쌀현미밥,조랭이떡미역국,가자미살구이,팽이버섯볶음,나박김치
350,옥수수밥,들깨감자국,곤약메추리알장조림,느타리버섯당근볶음,오이소박이김치,S찐고구마(80g),S망고주스,깻잎볶음밥,달걀파국,닭다리살튀김,콘샐러드,콜라비나박김치,S바나나(50g),S우유(200ml),현미밥,모시조개국,새우살케첩볶음,호박나물,갓김치
351,고구마밥,북어채국,두부조림,숙주나물김무침,깍두기,S찐만두,S오렌지주스,소보로덮밥,콩나물냉국,연근흑임자샐러드,empty,비트초절이,S치즈,S우유미숫가루,밤콩밥,청경채된장국,갈치감자조림,도토리묵간장무침,석박지
352,옥수수밥(30),유부쑥갓맑은국,달걀우유찜,파래무침,비트초절이,S찐고구마,S식혜,멸치주먹밥,실파맑은국,비빔만두,empty,나박김치,S오렌지(50g),S우유(150ml),찹쌀밥,순한김치두부국,소고기메추리알장조림,시래기나물,총각김치
353,찹쌀밥,순두부백탕,가자미무조림,브로콜리깨소스무침,오이소박이김치,S딸기(100g),S우유(100ml),소고기비빔밥,미니유부우동,파프리카유자청무침,empty,비트초절이,S삶은달걀(50g),S수제블루베리바나나우유,수수밥,대합미역국,돼지고기버섯볶음,상추사과초무침,열무김치
354,완두콩밥(30),탕국,감자채피망볶음,진미채무침,비트초절이,S감말랭이,S우유(150ml),열무보리간장비빔밥,청국장찌개,부추전,empty,나박김치,S연근강정,S수제딸기우유,쌀밥(추가),사골떡국,우엉조림,취나물무침,깍두기
355,쌀밥(추가),만두국,팽이버섯볶음,검정콩조림,동치미,S찐감자,S우유(100ml),소고기파프리카볶음밥,맑은장국,감자채전,empty,오이소박이김치,S건포도감자볼,S수제블루베리우유,팥밥,안매운김치찌개,떡갈비조림,배추겉절이,총각김치
356,수수밥(30),두부맑은된장국,돼지고기장조림,애호박전,나박김치,S찐감자,S수제바나나우유,파인콘채소볶음밥,맑은장국,오리엔탈닭살볶음,empty,깍두기,S치즈스틱,S단호박식혜,밤콩밥,소고기당면국,주꾸미간장조림,오이나물,열무물김치
357,수수밥(30),맑은배추국,감자어묵볶음,파프리카유자청무침,단배추물김치,S삶은달걀(50g),S바나나쉐이크,콩나물무밥+양념장,달걀파국,소고기우엉조림,단호박전,비트초절이,S검은깨죽,S식혜,팥밥,감자탕,두부양념구이,단배추나물,총각김치
358,수수밥(40),유부대파국,미트볼피망조림,고구마순된장무침,열무김치,S오렌지(100g),S우유(200ml),참치채소비빔밥,미소된장국,연근강정,콘샐러드,깍두기,S고구마맛탕,S수제블루베리우유,팥밥,오징어맑은국,브로콜리달걀찜,가지구이,나박김치
359,팥밥(30),버섯부추국,참치채소전,오이무침,나박김치,S찐고구마,S우유(100ml),새우카레볶음밥,미소장국,치킨너겟+소스,empty,비트초절이,S수제감자피자,S우유(100ml),잡곡밥,맑은꽃게탕,동그랑땡채소조림,두부톳무침,백김치
360,찹쌀밥,조랭이떡미역국,소고기꽈리장조림,감자버터구이,석박지,empty,S우유미숫가루,콩밥,애호박맑은국,돼지고기채소구이,무말랭이,열무물김치,S참외샐러드,S우유(100ml),잡곡밥,만두국,닭살브로콜리볶음,애호박건새우볶음,비트초절이
361,현미밥,목살김치국,닭살표고버섯볶음,아욱나물무침,깻잎김치,empty,S우유미숫가루,찹쌀밥(추가),삼계탕,봄동해물전,얼갈이무침,열무김치,S감말랭이,S단호박식혜,취나물표고영양밥,아욱우렁된장국,너비아니샐러드,고구마줄기볶음,나박김치
362,팥밥,안매운김치국,두부채소굴소스볶음,느타리버섯나물,총각김치,S치즈,S고구마쉐이크,밤콩밥,순한육개장,짜장떡볶이,애호박볶음,동치미,S오렌지(50g),S우유(100ml),크림소스스파게티,empty,웨지감자,콘샐러드,비트초절이
363,옥수수밥(30),콩가루시금치국,해산물부추전,느타리버섯나물,나박김치,S키위(50g),S검은깨두유(150ml),새우크림스파게티,empty,옥수수채소튀김,채소샐러드(발사믹드레싱),비트초절이,S달걀토스트,S우유(100ml),찹쌀밥,만두닭개장,주꾸미채소간장볶음,가지양념찜,열무김치
364,밤콩밥,두부전골,우엉채곤약조림,애호박볶음,총각김치,empty,S수제바나나우유,일본식소고기덮밥(규동),느타리버섯국,콩자반,매콤콩나물무침,깻잎김치,S단호박샐러드,S쌀음료,율무밥,만두순두부찌개,돼지사태찜,배무생채,열무물김치
365,찹쌀밥,버섯맑은국,치즈감자조림,애호박건새우볶음,나박김치,S귤(80g),S우유(150ml),소고기가지덮밥,당근스프,채소크로켓,팽이버섯부추나물,비트초절이,empty,S토마토주스,팥밥,갈비탕+당면,임연수엿장구이,팽이버섯나물,깍두기
366,브로콜리채소볶음밥,유부김치국,콩나물김무침,파인콘샐러드,비트초절이,S참외(100g),S우유(100ml),옥수수밥,만두국,삼치엿장조림,꼬마새송이버섯볶음,단배추물김치,empty,S수제바나나우유,찹쌀밥,두부전골,돼지고기편육,파프리카쌈장무침,총각김치
367,찹쌀밥(추가),팥죽,다진소고기메추리알조림,파프리카스틱,동치미,S키위(100g),S호두우유,소고기굴소스볶음밥,채소스프,춘권튀김,사과샐러드,나박김치,S연두부샐러드(오리엔탈드레싱),S우유(100ml),밤콩밥,모듬버섯찌개,삼치레몬구이,도라지무침,깍두기
368,밤찹쌀팥밥,조갯살시래기국,메추리알피망케첩조림,당근숙주나물,열무물김치,S녹차밤양갱,S둥글레차,찹쌀밥,두부전골,닭피망볶음,팽이버섯부추나물,총각김치,S감자샐러드,S수제딸기우유,흑미밥,버섯채소전골,삼치데리야끼구이,녹두전,열무김치
369,밤콩밥,새알미역국,두부채소굴소스볶음,느타리버섯무침,비트초절이,S참외(100g),S우유(100ml),소고기가지덮밥,두부대합탕국,empty,연근흑임자샐러드,깍두기,S연두부샐러드(오리엔탈드레싱),S토마토주스,쌀밥,표고버섯탕,미트볼파프리카케첩조림,애호박볶음,나박김치
370,콩밥,소고기탕국,감자어묵볶음,냉이나물,나박김치,S사과(50g),S우유미숫가루,잡곡밥,미니새우튀김우동,차돌숙주볶음,모듬버섯전,단배추물김치,S건포도감자볼,S쌀음료,찹쌀팥밥,늙은호박국,주꾸미볶음,취나물된장무침,총각김치
371,팥밥,두부대합탕국,소고기동그랑땡전,무말랭이,열무물김치,S키위(50g),S단호박식혜,새우파래볶음밥,버섯부추국,팽이버섯달걀전,건새우볶음,비트초절이,S단감(50g),S우유(200ml),율무밥,감자옹심이국,소불고기,게맛살파프리카볶음,동치미
372,찹쌀밥(30),만두국,아욱건새우전,우엉채곤약조림,나박김치,S오렌지(100g),S우유(150ml),닭살카레감자밥+양념장,맑은가쓰오부시장국,느타리버섯나물,그린샐러드,깍두기,S멜론(50g),S우유미숫가루,팥밥,모듬버섯찌개,주꾸미채소간장볶음,오이나물,총각김치
373,옥수수밥,만두닭개장,두부채소굴소스볶음,무말랭이,열무물김치,S치즈,S고구마쉐이크,열무비빔밥,느타리버섯국,달걀찜(40g),오이스틱,나박김치,S사과(50g),S떠먹는요구르트(100ml),찹쌀밥,순두부찌개,오징어초무침,애호박볶음,비트초절이
374,현미밥,김치국,달걀말이,양배추샐러드(참깨드레싱),오이소박이김치,S배(50g),S우유미숫가루,소고기주먹밥,청경채맑은국,느타리버섯나물,오이무침,콜라비나박김치,S수리취떡,S매실차,잡곡밥,닭개장,소고기모듬장조림,치커리겉절이,총각김치
375,고구마밥,굴두부국,삼색달걀찜,단배추멸치조림,나박김치,S딸기(100g),S우유(200ml),일본식소고기덮밥(규동),느타리버섯맑은국,찐만두,채소샐러드(발사믹드레싱),깍두기,S오렌지(50g),S식혜,찹쌀밥,버섯소고기국,주꾸미채소간장볶음,도라지들깨나물,단배추물김치
376,옥수수밥,소고기팽이버섯국,두부채소굴소스볶음,콩나물찜,깻잎김치,S파인애플(50g),S우유(150ml),돼지고기양배추덮밥,유부실파국,가지구이,양상추샐러드(레몬드레싱),열무김치,S오이당근스틱,S수제바나나우유,율무밥,곤약어묵국,토마토소스닭조림,뱅어포구이,총각김치
377,팥밥,애호박젓국찌개,훈제오리구이,미니새송이볶음,깍두기,S치즈,S호두우유,백김치볶음밥,바지락국,감자채소볶음,사과연근샐러드,단무지무침,S수박(100g),empty,찹쌀밥,만두닭개장,삼겹살김치볶음,브로콜리숙회,나박김치
378,찹쌀밥,소고기콩나물국,닭가슴살데리야끼조림,양배추샐러드(참깨드레싱),열무물김치,S바나나(50g),S우유(200ml),브로콜리채소볶음밥,어묵맑은국,단호박꿀찜,양배추나물,비트초절이,S수박(100g),empty,수수밥,만두국,뼈없는닭갈비,그린샐러드,오이소박이김치
379,콩밥(40),떡국떡미역국,온두부+양념장,양배추무침,깍두기,S단감(50g),S우유(100ml),두부카레라이스,실파장국,시금치프리타타,새싹채소샐러드,비트초절이,S파프리카스틱,S오렌지주스,율무밥,애호박두부된장국,닭살찹스테이크,감자그라탕,나박김치
380,옥수수밥,만두국,주꾸미채소간장볶음,느타리버섯나물,백김치,S과일샐러드,S호두우유,돼지고기양배추덮밥,맑은가쓰오부시장국,봄동해물전,새싹채소샐러드,열무물김치,S수박(100g),empty,찹쌀밥,두부전골,돼지사태찜,가지양념찜,나박김치
381,쌀밥,갈비탕,다진돼지고기김치전,애호박건새우볶음,깍두기,S과일샐러드(요거트드레싱),S레몬주스,소고기가지덮밥,부추맑은국,채소크로켓,양상추딸기샐러드,총각김치,S모닝빵+딸기잼,S우유(150ml),수수밥,모듬버섯찌개,임연수살구이,고구마순된장무침,비트초절이
382,잡곡밥,두부전골,삼치레몬구이,양념가지찜,나박김치,S치즈,S고구마쉐이크,돼지고기양배추덮밥,채소스프,애호박볶음,파프리카유자청무침,단무지무침,S방울토마토(35g),S식혜,찹쌀밥,만두국,돼지사태찜,콩나물무침,열무물김치
383,찹쌀밥,두부감자국,삼색달걀찜,새싹채소샐러드,총각김치,S파프리카스틱,S우유(100ml),옥수수밥,차돌박이된장국,크림떡볶이,다시마감자채전,깍두기,S가래떡구이,S유자차,율무밥,느타리버섯국,주꾸미채소간장볶음,얼갈이배추겉절이,비트초절이
384,밤콩밥,두부전골,돼지고기양송이장조림,애호박볶음,열무김치,S치즈,S고구마쉐이크,돼지고기양배추덮밥,실파장국,닭봉구이,애호박나물,나박김치,S오렌지(50g),S식혜,잡곡밥,낙지연포탕,돼지고기떡갈비구이,파래자반,오이소박이김치
385,찹쌀밥,애호박새우젓국찌개,닭찜,연근흑임자샐러드,동치미,S수박(100g),empty,닭가슴살파프리카볶음밥,미니유부우동,연근채소전,과일샐러드,비트초절이,S사과(50g),S우유(150ml),찹쌀밥,미역만두국,깻잎육전,도라지나물,총각김치
