,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
베이컨크림떡볶이,209.2695,6.54204,11.62341,19.767450000000007,0.5873999999999999,53.24550000000001,0.39621,292.8705,50.760250002675,0.076044,0.160908,21.51108,2658.82959,53.9157
베이컨파프리카볶음,112.79549999999999,5.01795,8.182050000000002,4.713749999999999,0.7050000000000001,7.6065000000000005,0.34800000000000003,249.31949999999995,39.00400000305,0.08184000000000001,0.053954999999999996,46.365750000000006,2654.0806499999994,52.40069999999999
베이컨팽이버섯볶음,114.6705,5.401949999999999,8.220300000000002,5.76,1.2975,8.0565,0.507,250.59449999999995,34.866500002575,0.093465,0.08252999999999999,19.864500000000003,2672.6364,60.18119999999999
볼어묵볶음,120.17550000000001,5.874795,5.3646,12.550395,0.7489500000000001,30.291,0.54708,462.02099999999996,48.440250002826005,0.016572,0.07461899999999999,22.39629,3148.3482449999997,121.39416
부추달걀볶음,108.83099999999999,7.9935,6.341219999999999,4.15857,0.0,41.678999999999995,1.9644,131.4735,82.905250000026,0.07395,0.29991,1.575,1823.3756999999998,21.471059999999998
부추잡채볶음,81.0105,8.152545,3.0002999999999993,5.174894999999999,0.5164500000000001,14.616000000000001,1.0261799999999999,158.58599999999996,36.055250002551006,0.11692200000000003,0.13355399999999998,2.03229,1305.4275449999996,14.332559999999997
북어볶음,66.93149999999999,7.885995,2.2062,3.639495,0.47445000000000004,35.694,0.55728,133.26899999999998,1.3482500000759998,0.026922,0.059694,3.33879,1170.2850449999999,7.41381
브로콜리달걀볶음,124.12049999999999,8.86695,7.51605,4.989750000000001,1.395,49.231500000000004,1.4722499999999998,130.44449999999998,91.5165,0.061814999999999995,0.34608,13.1265,2753.9604,53.1807
비엔나도라지볶음,150.45000000000002,7.146750000000001,10.628400000000001,6.2170499999999995,0.675,19.485,0.396,382.0005,34.975000002525,0.13732499999999997,0.06435,16.392,3249.09015,93.31469999999999
비엔나소시지볶음,156.375,7.15275,10.62615,7.6158,0.66,17.925,0.38144999999999996,411.105,37.812500002275,0.13874999999999998,0.069675,16.6935,3248.0424,92.9112
비엔나잔멸치볶음,142.01100000000002,11.15355,8.68977,4.04142,0.024000000000000004,86.52900000000001,0.44220000000000004,735.573,0.377750000001,0.11331,0.10545,12.7875,2132.93865,80.51495999999999
비엔나채소볶음,162.375,7.35435,10.65615,9.1002,1.008,19.485,0.4618499999999999,411.105,42.662500002675,0.14234999999999998,0.093795,40.975500000000004,3260.4876,99.456
비엔나토마토볶음,165.0,7.76925,10.71765,9.75105,1.9349999999999998,23.985,0.6495000000000001,385.52549999999997,79.56250000252501,0.15329999999999996,0.12472499999999999,24.54,3290.6679,98.1687
비엔나피망볶음,160.125,7.308,10.635900000000001,8.5383,1.0125,19.650000000000002,0.44519999999999993,411.255,44.787500002275,0.14707499999999998,0.084525,22.8135,3250.5106499999997,95.42445
사각어묵볶음,122.46000000000001,6.004589999999999,5.3602799999999995,13.107120000000002,1.0614000000000001,35.62799999999999,0.46881,462.77399999999994,46.527750002526005,0.016299,0.07525799999999999,4.90308,3146.8973399999995,124.05891
새우살볶음,93.2955,12.52695,3.5748,2.1630000000000003,0.7200000000000001,53.6565,1.70325,214.89449999999997,36.16650000255,0.010665,0.07135499999999999,3.89625,2094.74415,16.0947
소고기잡채,195.45149999999998,7.207409999999999,10.457025000000002,18.434054999999997,1.1368500000000001,32.856,2.0677650000000005,246.243,73.01762500654951,0.0444615,0.28739699999999996,8.70033,399.77716499999997,13.230255
소시지브로콜리볶음,163.575,7.84575,10.67115,9.0378,1.3575,26.7,0.56145,411.78000000000003,42.762500002275004,0.14617499999999997,0.10185,23.25675,3254.85765,106.89269999999999
소시지파프리카볶음,160.125,7.2787500000000005,10.644900000000002,8.54355,0.8775000000000001,18.900000000000002,0.4317,411.105,40.843750002525006,0.141,0.08474999999999999,31.86975,3255.8206499999997,97.0017
소시지채소볶음,142.98450000000003,7.322145,9.145980000000002,7.701225000000001,0.82245,22.512,0.49518,380.92799999999994,38.018750002350004,0.140622,0.073659,19.90389,2205.577245,90.08759999999998
소시지케첩볶음,149.4525,7.419,9.143475,9.390449999999998,1.2315,21.240000000000002,0.494175,379.67249999999996,47.8350000024,0.153915,0.094635,26.654100000000007,2209.97685,91.65555
소시지피망볶음,168.0,7.4632499999999995,10.690650000000002,10.22205,1.1099999999999999,19.8,0.4714499999999999,426.705,44.875000002300006,0.14707499999999998,0.093375,23.16975,3269.5118999999995,96.52244999999999
시금치프리타타,110.3955,8.605199999999998,5.5203,7.3095,1.4324999999999999,44.13150000000001,1.7872499999999996,145.66949999999997,130.879000010025,0.07314,0.29028000000000004,18.08175,2436.9136499999995,23.558699999999998
아몬드진미채볶음,102.57600000000002,6.160499999999999,7.283670000000001,3.491670000000001,1.1115,31.959000000000003,0.92985,291.378,0.109000000026,0.012944999999999998,0.18048,0.0,3178.1648999999998,14.11416
안매운참치김치볶음,137.064,18.026564999999998,4.806285,4.528515,0.51465,29.7825,5.076360000000001,554.2035,38.0668750030755,0.035835,0.079998,2.9835000000000003,1202.7147749999997,7.944825000000001
양파달걀볶음,124.19550000000001,7.9849499999999995,7.453799999999999,5.678999999999999,0.9975,40.231500000000004,1.22325,132.16949999999997,116.16650000265,0.06548999999999999,0.29133,2.8725000000000005,2754.3864,26.242199999999997
어묵당근볶음,103.64100000000002,5.736749999999999,3.8557200000000003,11.86527,0.7515000000000001,29.529000000000003,0.4305,463.053,80.827750005051,0.010845,0.07330500000000001,1.719,2107.4936999999995,114.67356
어묵떡볶이,140.13000000000002,5.164499999999999,1.5154500000000002,27.24315,1.218,29.909999999999997,0.37185,376.06499999999994,14.206249999875,0.023205000000000003,0.039345000000000005,5.049599999999999,672.38865,78.4059
어묵맛살볶음,110.775,6.516884999999999,3.2963699999999996,14.245394999999998,0.8706,59.748000000000005,0.47109000000000006,455.0985,45.9953750025495,0.016332,0.078027,3.3140400000000003,1852.7551199999998,99.724365
어묵버섯볶음,103.71600000000001,6.278999999999999,3.8722200000000004,12.39702,0.9390000000000001,26.379,0.47400000000000003,460.95300000000003,11.877750000051,0.013845000000000001,0.12250500000000002,1.266,2115.7811999999994,113.48855999999999
어묵볶음,106.49100000000001,6.194999999999999,3.87297,12.896519999999999,1.0815000000000001,29.154000000000003,0.48150000000000004,462.453,46.365250002576005,0.016395,0.10848000000000001,1.9335,2116.3992000000007,114.15306
어묵잡채,90.91499999999999,2.432985,0.782595,19.196819999999995,1.2456,28.968,0.9367650000000001,180.50099999999998,39.6766250025495,0.0131295,0.061722,2.7492900000000002,354.92592,37.272014999999996
어묵채소볶음,107.31600000000002,5.9985,3.86772,12.73827,1.0965,30.879,0.4597500000000001,460.50300000000004,50.996500002801,0.013919999999999998,0.09227999999999999,18.4725,2112.6222000000002,122.90406
어묵파프리카볶음,107.16600000000001,5.8431,3.86397,12.820920000000001,0.9945000000000002,28.539,0.42990000000000006,460.278,51.165250002951005,0.012795,0.0906,25.3905,2115.0174000000006,120.69786
어묵피망볶음,104.91600000000001,5.796749999999999,3.84372,12.25902,0.9990000000000001,28.704000000000004,0.41325,460.428,53.290250002551005,0.01752,0.08133,7.228499999999999,2105.0404500000004,116.66631
잡채,213.51,9.6375,11.75565,16.94685,1.0635,30.225,1.6938000000000002,245.265,71.643750007575,0.36452999999999997,0.26208,10.26225,5392.3749,60.964200000000005
쥐어채볶음,63.312,5.292255,2.219625,5.373809999999999,0.1308,23.428500000000003,0.80172,216.42899999999997,5.499750000000001,0.010777499999999999,0.042666,1.02675,1224.47085,10.67559
짜장떡볶이,193.47750000000002,5.518425,9.117,22.346400000000003,1.4295,15.367500000000001,0.749175,181.05749999999998,40.431250002525005,0.027877499999999996,0.130155,4.332,2271.4189499999998,25.568550000000002
쪽파잔멸치볶음,46.3545,5.361719999999999,2.0605049999999996,1.270275,0.09345,80.02950000000001,0.32373,353.41799999999995,5.49375,0.0053595000000000005,0.039594000000000004,1.04454,1050.6244949999998,14.16525
참치감자볶음,96.369,9.708224999999999,3.4320450000000005,6.2629649999999994,0.9691500000000001,15.138,2.735565,326.4795,1.7339999997509996,0.032067,0.06953700000000002,3.5082,1173.241425,9.37731
참치김치볶음,136.29149999999998,17.957939999999997,4.806285,4.404465,0.50865,29.595,5.064135000000001,518.331,38.0668750030755,0.0355425,0.067818,2.9835000000000003,1202.7147749999997,7.944825000000001
참치볶음,116.41499999999999,13.669500000000001,5.192400000000001,3.0885,0.729,15.225,3.75285,505.695,37.5312500028,0.020445,0.09709499999999999,16.28475,2100.25065,15.5247
참치파프리카볶음,80.76,9.306974999999998,3.4476450000000005,2.8197450000000006,0.34875000000000006,14.523000000000001,2.757075,312.5505,6.9640000005510005,0.022830000000000003,0.075525,30.805200000000003,1176.892425,12.342509999999999
크림떡볶이,342.51450000000006,12.10854,22.170510000000004,23.1624,0.7149,113.4555,0.8930100000000001,398.84549999999996,101.566500005325,0.106569,0.250908,31.74108,1431.6756900000003,119.94975
토마토달걀볶음,131.373,8.230949999999998,7.523624999999999,7.41045,1.575,39.21150000000001,1.390725,132.852,126.24149999999999,0.063465,0.35143499999999994,8.527499999999998,2786.7099,30.4752
(우유제외)토마토스크램블에그,138.9705,8.890949999999998,8.06355,7.36575,1.575,41.731500000000004,1.49475,153.09449999999998,126.24149999999999,0.069465,0.35297999999999996,8.527499999999998,2786.7099,30.4752
토마토스크램블에그,138.2205,8.692949999999998,8.02155,7.4902500000000005,1.575,56.13150000000001,1.39725,138.2445,134.4915,0.066615,0.37127999999999994,8.645999999999997,2797.7769,31.6152
(우유제외)파프리카달걀볶음,123.5805,8.165849999999999,7.728449999999999,4.57425,0.41100000000000003,37.4865,1.38675,140.3895,84.96150000044999,0.06433499999999999,0.29394,33.594,2749.1331,28.3893
파프리카달걀볶음,123.2055,8.066849999999999,7.70745,4.6365,0.41100000000000003,44.6865,1.3379999999999999,132.9645,89.08650000044999,0.06291,0.30308999999999997,33.65325,2754.6665999999996,28.9593
파프리카스크램블에그,119.7705,7.825049999999999,7.46205,4.63215,0.6030000000000001,35.4915,1.22265,129.54449999999997,86.49150000044999,0.05581499999999999,0.30749999999999994,25.163999999999998,2755.3850999999995,31.906499999999994
피망어묵볶음,105.348,5.725784999999998,3.75828,12.732405,0.9921000000000001,28.7925,0.41424000000000005,387.03,23.00050000005,0.019902000000000003,0.065937,10.69179,2065.146945,117.03792000000001
햄채소볶음,98.7045,7.941045,4.93608,5.518125,0.8569500000000001,11.411999999999999,0.6696300000000002,524.6280000000002,39.41875000305001,0.06181199999999999,0.14814899999999998,43.49529,2098.7389949999997,18.292949999999998
호두멸치볶음,104.53049999999999,6.489840000000001,7.516664999999999,3.404295,0.53565,82.13100000000001,0.33133500000000005,389.508,0.16412500002449998,0.007477500000000001,0.061427999999999996,0.0,4183.065224999999,870.8167649999998
깻잎동태포전,116.025,10.465499999999999,4.47915,7.638299999999999,1.0575,75.075,0.70395,114.40500000000002,119.01250000499999,0.11812500000000001,0.17984999999999998,0.42225,2299.1401499999997,53.64795
깻잎육전,240.375,10.431,15.645150000000001,13.5843,1.6575,80.25,1.66245,153.18,163.74375000749995,0.10072500000000001,0.437025,0.9757499999999999,2477.1294,84.41595000000001
꼬막파전,157.64999999999998,7.635750000000001,4.4454,20.59905,1.3425,50.61,2.6144999999999996,72.4755,80.15625000255,0.06945,0.16912499999999997,4.901999999999999,2389.5466499999998,32.39145
달래전,89.28,3.34935,4.25955,9.244949999999998,1.5105000000000002,32.565,1.4142,184.161,97.727500002525,0.04356,0.17083499999999996,0.75885,2318.3722499999994,36.9387
대구살쑥갓전,117.0,11.6655,4.3374,6.6633000000000004,0.5475,39.599999999999994,0.6147,100.38,61.65,0.07619999999999999,0.2217,2.0107500000000003,2294.13615,29.5122
대구전,115.7955,11.433449999999999,4.3203000000000005,6.494249999999999,0.2025,25.3065,0.5369999999999999,70.2195,30.7665,0.07794,0.14448,0.46275,2288.7136499999997,16.89345
동그랑땡전,151.00500000000002,14.252099999999999,6.30105,8.0352,0.9855,22.995,0.94785,41.745,35.56500000105,0.425535,0.23661000000000001,1.10235,2859.6817499999997,86.21445
동태살쑥갓전,110.69999999999999,10.0455,4.4274,6.5733,0.5475,45.449999999999996,0.5247,194.88000000000002,55.349999999999994,0.0672,0.18119999999999997,1.56075,2294.13615,29.5122
동태살전,108.44999999999999,9.756,4.4018999999999995,6.2208,0.1875,31.8,0.40619999999999995,173.13000000000002,24.45,0.06285,0.16799999999999998,0.00075,2288.0911499999997,16.9242
동태전,87.7305,8.545950000000001,3.8259,3.7988999999999997,0.1125,27.421499999999998,0.28335,190.18949999999998,14.2665,0.054705,0.10669499999999998,0.00045,2189.8916999999997,14.070599999999999
동태포전,108.44999999999999,9.756,4.4018999999999995,6.2208,0.1875,31.8,0.40619999999999995,173.13000000000002,24.45,0.06285,0.16799999999999998,0.00075,2288.0911499999997,16.9242
매생이육전,238.57500000000002,10.3005,16.2729,13.4268,1.8375,34.125,5.350199999999999,176.355,21.9,0.0267,0.329475,0.3615,2467.51965,65.82419999999999
봄동해물전,112.19999999999999,7.8555,4.5969,9.34455,1.2825000000000002,62.775,2.3749499999999997,121.905,72.2625000033,0.048674999999999996,0.198375,6.79725,2300.6679,38.41844999999999
새우채소전,145.9455,11.248949999999997,4.6217999999999995,13.490999999999996,0.8475000000000001,48.091499999999996,1.6217999999999997,223.89,60.397750002525,0.043665,0.12453,2.0947500000000003,2340.5454,23.3337
소고기동그랑땡전,206.775,9.929699999999999,16.1262,4.647,1.0034999999999998,23.009999999999998,1.4496,37.410000000000004,56.40000000255,0.032055,0.224295,1.4735999999999998,2763.99285,83.9895
소고기완자전,221.16000000000003,10.293149999999997,16.1643,7.5411,1.011,23.744999999999997,1.4706,145.8555,43.340000001525,0.030225,0.28884000000000004,1.90605,2784.6609,85.44195
소고기육전,202.20000000000002,8.692499999999999,15.459150000000001,5.92005,0.1875,11.25,1.1892,94.00500000000001,21.9,0.02055,0.256575,0.36074999999999996,2421.2079,26.6877
소고기육전(찹쌀가루),203.2455,8.45745,15.43455,6.511500000000001,0.06,10.0815,1.1804999999999999,85.7445,21.9165,0.019364999999999997,0.192555,0.36,2398.55415,24.743699999999997
소고기전,92.69999999999999,12.138749999999998,3.816675,1.5399749999999999,0.36,10.725,0.308025,49.072500000000005,55.337500002525005,0.0711,0.165825,0.6675,1734.4319249999999,12.317775000000001
소시지전,105.6,9.066,5.9934,3.0317999999999996,0.0,10.5,0.6777,469.67999999999995,20.4,0.0567,0.16485,21.15,2247.8093999999996,14.3277
스팸깻잎전,158.55,9.096749999999998,8.5779,10.5633,1.0575,56.099999999999994,0.8727,311.6549999999999,116.83750000500001,0.10275000000000001,0.19785,9.006,3046.4926499999997,91.5192
오징어완자(수제),123.35549999999998,11.334599999999996,4.85565,7.4331,0.46950000000000003,17.9715,0.6186,161.16449999999998,41.440250001525,0.057929999999999995,0.08869500000000001,0.81465,2294.6545499999997,17.50095
오징어완자전,123.4005,11.333699999999997,4.8488999999999995,7.4646,0.5415000000000001,17.7915,0.5025000000000001,161.02949999999996,42.152750001375,0.0537,0.089325,0.7494000000000001,2296.76775,18.6255
오징어채소완자전,132.0,8.54475,4.18815,14.063549999999998,0.9825,15.809999999999999,0.64275,122.27550000000001,48.26250000277501,0.06465,0.071325,16.24425,2263.4408999999996,22.519199999999998
오징어치즈전,124.05,10.956000000000001,2.84175,12.274499999999998,0.405,57.585,0.31905,204.5955,16.175000000249998,0.053175,0.059025,0.030750000000000003,181.01475,17.865000000000002
완자전,139.12500000000003,9.884999999999998,6.94065,8.377799999999999,0.9075000000000001,21.585,0.95625,87.6255,56.64375000255001,0.2028,0.130575,1.8202500000000001,2849.5974,62.963699999999996
참치깻잎전,160.95000000000002,18.038549999999997,6.719100000000001,5.8131,0.909,44.714999999999996,4.6848,441.75,102.168750005025,0.05952,0.146505,0.8799,2285.0966999999996,34.90890000000001
참치옥수수전,173.175,18.014549999999996,6.7911,8.51385,0.6765000000000001,22.815,4.594049999999999,472.575,55.06250000257501,0.034845,0.12610499999999997,1.38765,2317.88595,18.72765
참치치즈전,171.225,14.155499999999998,8.814149999999998,7.2753,0.2025,109.275,2.7409499999999998,398.9549999999999,32.350000000499996,0.038625,0.11564999999999999,0.02325,2321.4526499999997,38.43045000000001
카레두부버섯전,120.47999999999999,5.205900000000001,5.763299999999999,12.6588,1.761,33.464999999999996,1.1661,103.506,1.02749999985,0.045,0.11217,0.3006,3162.3093,185.20950000000002
카레해물영양전,177.79500000000002,13.031249999999996,6.1179,16.71705,1.185,64.27499999999999,3.0694499999999993,151.155,55.588750002375,0.05752500000000001,0.224625,1.2810000000000001,2694.6953999999996,78.34994999999999
해물김치전,116.95500000000001,9.4593,4.7847,7.875,0.1875,49.995,2.3703,172.11,27.425000001,0.0561,0.1824,2.32575,2288.33115,16.9722
해물부추전,131.70000000000002,7.94325,4.17915,14.839799999999999,0.8625,31.275000000000002,1.9811999999999999,189.405,49.125000002549996,0.086175,0.248025,3.0599999999999996,2255.5838999999996,18.70845
해물완자전,140.91,11.30385,5.343,10.748549999999998,0.9975,51.824999999999996,2.26365,92.86499999999998,54.887500002525,0.044625,0.144075,1.1452499999999999,2654.49855,75.78855
해물파전,127.42500000000001,10.934999999999999,4.73565,9.556049999999999,1.005,73.2,3.3642,151.15500000000003,76.87500000255,0.046875,0.2364,5.81625,2310.8116499999996,30.560699999999997
햄참치채소전,161.25000000000003,14.078999999999999,6.525150000000001,10.299299999999999,1.2974999999999999,28.784999999999997,2.5125,381.6255,56.36250000255,0.11340000000000001,0.14782499999999998,6.863999999999999,2730.2963999999997,79.84169999999999
흰살생선전,109.49549999999999,9.81345,4.4103,6.404249999999999,0.2025,31.1565,0.44699999999999995,164.71949999999998,24.4665,0.06894,0.10397999999999999,0.012750000000000001,2288.7136499999997,16.89345
부추전,105.6,3.2257499999999997,3.8228999999999997,14.149799999999999,0.735,22.185,1.5359999999999996,181.2255,47.406250002525,0.08355,0.20295,2.544,2253.81765,18.370199999999997
(달걀제외)부추전,122.655,2.52735,3.3175499999999998,20.421449999999997,0.7005000000000001,22.38,1.91115,173.96550000000002,52.0712500035,0.10018500000000001,0.18081,2.9436,2173.12875,16.807949999999998
가래떡김치전,136.365,3.33075,3.79755,21.6849,0.9075,27.959999999999997,0.4611,205.485,49.9687500033,0.04431,0.15050999999999998,2.68455,2258.41485,17.92605
감자부추전,93.15,2.1614999999999998,3.1689,13.984049999999998,1.65,13.485,1.10475,53.3505,36.106250002500005,0.07785,0.03660000000000001,6.093749999999999,2134.66815,14.68395
감자전,93.93,2.82675,3.8382,11.72415,1.539,11.01,0.5293500000000001,64.7505,14.28,0.046935000000000004,0.0645,5.525399999999999,2227.65165,15.74415
감자채전,138.22500000000002,3.7597499999999995,3.72465,21.763049999999996,2.1975,14.835,0.6164999999999999,178.8255,10.2,0.05865,0.18569999999999998,7.09575,2252.1384,18.947699999999998
감자치즈전,168.75,5.571000000000001,6.368399999999999,21.469799999999996,2.0250000000000004,101.85000000000001,0.47369999999999995,139.98,11.9500000005,0.069,0.0453,6.3420000000000005,2203.3853999999997,38.4702
건파래전,103.80000000000001,4.188,3.74265,15.08655,0.375,57.599999999999994,1.5147,127.75500000000001,10.2,0.04815,0.20647500000000002,0.7515,2246.28615,17.7057
게맛살달걀부침,110.265,5.85,5.11245,9.758550000000001,0.0375,102.60000000000001,0.5043000000000001,479.121,10.466250000015,0.020579999999999998,0.102405,0.00015,458.57429999999994,34.33875
고구마완자전,128.325,3.15975,4.2279,18.847049999999996,1.5750000000000002,17.67,0.53655,124.67099999999999,56.925000002625,0.04965000000000001,0.088725,4.43025,2309.8651499999996,19.5237
김치녹두전,148.29000000000002,9.2805,5.836650000000001,14.3643,3.9899999999999998,30.555000000000003,1.1449500000000001,46.739999999999995,11.787500000549999,0.20842500000000003,0.113025,3.6412499999999994,2542.7191499999994,70.26644999999999
김치베이컨전,138.225,6.4567499999999995,8.0889,8.944799999999999,0.1875,30.299999999999997,0.64395,295.37999999999994,27.650000001,0.095025,0.17812499999999998,15.549,2703.4636499999997,44.581199999999995
김치전,102.525,2.89425,3.76065,13.40505,0.5025,29.025,0.47969999999999996,197.57999999999998,17.237500001024998,0.047775,0.18630000000000002,2.5425,2247.5911499999997,17.7777
깻잎감자전,122.54999999999998,2.94075,3.2079,20.080049999999996,2.25,29.534999999999997,0.56025,51.1755,47.2812500025,0.08032500000000001,0.055875,5.747999999999999,2175.2093999999997,35.17245
깻잎참치전,150.765,16.18395,6.396000000000001,6.181050000000001,1.1925,64.82999999999998,4.272749999999999,482.10599999999994,136.348750006665,0.08323500000000002,0.178365,8.107650000000001,2287.29735,53.02035
냉이전,85.425,2.9892000000000003,3.2254500000000004,11.674500000000002,2.6685,88.63499999999999,6.037349999999999,2.385,35.2125,0.048405000000000004,0.14562,10.94835,2160.68385,64.74375
녹두전,145.51500000000001,9.20025,5.8104,13.879800000000001,4.1175,21.930000000000003,1.04145,12.24,8.306250000074998,0.20017500000000002,0.108375,3.1342499999999998,2543.3918999999996,70.94669999999999
느타리버섯채소전,78.525,3.7563,4.241099999999999,8.384849999999998,2.289,9.99,0.7855500000000001,20.475,23.43125000025,0.08307,0.18670499999999998,15.3729,2318.4972,31.828649999999996
다시마감자채전,139.305,3.8587499999999997,3.7426500000000003,22.141049999999996,2.1975,24.044999999999998,0.8321999999999999,135.18,16.005,0.06135,0.19740000000000002,8.35575,2252.1384,18.947699999999998
다진돼지고기김치전,153.01500000000001,9.251249999999999,7.4898,11.02215,1.0574999999999999,39.435,0.92685,167.535,61.731250003275,0.19971,0.229485,2.49555,3036.02085,92.52855
단호박전,117.0,2.184,3.5349,19.5063,3.375,12.06,0.30599999999999994,168.3255,183.49999997999998,0.0303,0.2139,7.2795000000000005,2271.1193999999996,64.4787
단호박채소전,94.875,3.01455,4.4541,11.122349999999999,2.7315,16.89,0.50355,21.675,192.512499987525,0.037845000000000004,0.13810499999999998,6.133649999999999,2360.07345,52.97265
달래새우살전,114.45,5.9265,3.88665,13.139549999999998,1.0575,31.95,1.4269499999999997,52.080000000000005,31.987499999249998,0.044399999999999995,0.072525,0.1755,2262.7254,31.97895
당근옥수수콘전,169.275,4.9215,4.57215,25.820549999999997,1.65,21.0,0.5712,263.50499999999994,124.1750000076,0.038474999999999995,0.31815,2.10675,2463.33915,28.286699999999996
돼지고기연근채소전,128.09955000000002,8.62467,5.016165,11.28012,1.3222500000000004,18.162149999999997,0.666075,83.8224,27.60165,0.1140015,0.15727799999999997,12.717450000000001,2396.6193749999998,25.74495
두부달걀전,81.45,5.262,5.63415,1.94355,1.305,32.82,0.8313,111.096,10.2,0.020249999999999997,0.115725,0.0,3239.32815,186.91920000000002
두부당근완자전,144.18,9.71895,7.141500000000001,9.34935,2.1,41.07,1.1002499999999997,75.8805,83.842500005025,0.12114,0.15807,1.06875,3513.3815999999997,199.60095
두부미역전,144.405,7.7269499999999995,6.003,15.403799999999997,3.3120000000000003,85.215,1.2149999999999999,399.92549999999994,33.393750001499996,0.044399999999999995,0.12387,0.025500000000000002,3335.6752500000002,215.07765
두부버섯완자전,132.32205,7.648844999999999,7.410165,9.329595000000001,1.5810000000000002,30.162149999999997,0.720825,110.3229,1.2616499999549997,0.0496515,0.189633,0.2439,3480.0007499999997,137.92035
두부채소전,133.95,7.44675,6.322649999999999,11.358299999999998,2.5349999999999997,44.55,1.1779499999999998,23.88,95.425000005525,0.050850000000000006,0.19297499999999998,31.259249999999998,3391.6336499999998,200.73795
맛살꼬지전,131.85,7.944,4.2984,16.4298,1.4325,96.825,0.9259499999999999,318.55499999999995,25.593749999249997,0.061274999999999996,0.2163,0.8115,2326.9336499999995,22.5162
맛살전,128.7,7.3709999999999996,4.2219,14.5458,0.1875,108.3,0.6762,435.0299999999999,20.4,0.031349999999999996,0.1905,0.00075,2288.0911499999997,16.9242
맛살채소전,119.625,6.09525,4.2406500000000005,13.795799999999998,0.78,78.43500000000002,0.654,309.7004999999999,57.918750002775006,0.040424999999999996,0.12869999999999998,15.8565,2304.0233999999996,21.648449999999997
매생이전,91.575,2.343,3.88515,13.17105,1.8375,25.275000000000002,4.207199999999999,141.33,0.0,0.0123,0.13905,0.0015,2170.2294,52.430699999999995
메밀봄동전,122.17500000000001,3.6285,3.64365,18.6033,2.6925000000000003,49.275,0.8869499999999998,22.755,34.8375000015,0.08482500000000001,0.08205,10.488750000000001,2302.88565,66.79544999999999
모듬버섯전,73.725,3.4248,4.25085,7.0641,1.0965,10.065,0.60705,21.674999999999997,20.4,0.04789499999999999,0.17253000000000002,0.0076500000000000005,2303.7349499999996,23.781149999999997
물파래옥수수전,101.025,2.271,3.28815,15.359549999999999,1.0425,17.475,1.0646999999999998,176.28,0.17500000005,0.07755,0.1815,8.814,2203.1468999999997,24.3417
배추장떡,98.46000000000001,2.4078,3.2973,14.5461,0.531,21.03,0.5538,348.99,8.92500000015,0.14097,0.16203,4.5015,2185.2843,18.5685
배추전,88.2,1.965,3.1449,12.543299999999999,0.375,17.85,0.3147,124.68,0.18750000015,0.1023,0.14579999999999999,4.5015,2164.1994,15.890699999999999
버섯채소전,80.1,3.6437999999999997,4.2666,8.59335,1.584,14.114999999999998,0.6580500000000001,23.85,54.90000000255,0.05592,0.17883,1.11615,2312.57145,24.517649999999996
부추깻잎전,93.975,3.894,4.3351500000000005,9.961049999999998,1.53,64.95,1.4187,81.63,151.09375000755003,0.11122500000000002,0.23700000000000002,2.64375,2307.3541499999997,54.4152
부추참치전,118.35,9.531,5.324400000000001,7.165799999999999,0.1875,21.224999999999998,2.8811999999999998,259.305,22.03125,0.05835000000000001,0.16799999999999998,1.12575,2288.0911499999997,16.9242
분홍소시지전,126.75,5.9205,7.455900000000001,8.517299999999999,0.0,23.1,0.4617,282.47999999999996,21.37500000015,0.014849999999999999,0.13829999999999998,7.155,2754.5498999999995,46.00320000000001
브로콜리조갯살전,122.10000000000001,6.239999999999999,3.9744,14.86905,1.4625000000000001,35.025,1.1052,97.305,16.812500000024997,0.051525,0.15000000000000002,9.667499999999999,2258.4068999999995,36.976949999999995
새송이버섯전,84.0,3.80025,4.23915,8.90355,1.29,9.825000000000001,0.46995,22.005,20.4,0.038025,0.16965,0.012750000000000001,2323.28115,16.89345
새우살파래전,127.875,8.43,4.49115,12.694049999999999,0.8775,40.05,1.8896999999999997,108.03,20.4,0.1011,0.1257,8.350499999999998,2330.5629,25.714199999999998
프랑크소시지전,157.8,8.3505,12.068399999999999,3.1668000000000003,0.045,11.85,0.4842,377.42999999999995,22.65,0.18045,0.1392,20.376,3621.7628999999997,84.2712
시금치두부전,89.64000000000001,4.91325,5.165850000000001,5.88615,1.5719999999999998,37.12499999999999,1.1159999999999997,10.499999999999998,56.647500006525,0.03669,0.13516499999999998,9.5769,3162.3671999999997,185.56680000000003
시금치베이컨전,121.725,6.4848,7.419599999999999,6.98235,0.1215,25.064999999999998,1.27905,143.85,102.65000001000001,0.094245,0.22435500000000003,26.97315,2631.3536999999997,36.120149999999995
쑥전,122.17499999999998,4.9425,4.43115,15.535049999999998,3.2624999999999997,63.50999999999999,4.0440000000000005,191.0505,210.6124999875,0.03937499999999999,0.37740000000000007,3.1845000000000003,2369.5148999999997,105.11819999999999
쑥참치전,146.025,15.8913,6.36585,5.1516,1.0065,34.485,5.12715,480.96599999999995,72.312499995,0.032145,0.15513,0.9931500000000002,2283.99045,44.20215
쑥채소전,119.85000000000002,4.660499999999999,4.36965,15.388049999999996,2.46,43.31999999999999,2.4985500000000003,123.321,138.249999995025,0.06105000000000001,0.1902,3.2452500000000004,2361.0114,65.8362
